value,reportDate,prettyValue,realtyId
339388.0,2024-03-01,339 388 ₽/м²,30
326837.0,2024-04-01,326 837 ₽/м²,30
295238.0,2024-05-01,295 238 ₽/м²,30
317313.0,2024-06-01,317 313 ₽/м²,30
317313.0,2024-07-01,317 313 ₽/м²,30
295238.0,2024-08-01,295 238 ₽/м²,30
285714.0,2024-09-01,285 714 ₽/м²,30
303028.0,2024-10-01,303 028 ₽/м²,30
266667.0,2024-11-01,266 667 ₽/м²,30
266667.0,2024-12-01,266 667 ₽/м²,30
266667.0,2025-01-01,266 667 ₽/м²,30
200000.0,2020-02-01,200 000 ₽/м²,31
259090.0,2021-01-01,259 090 ₽/м²,31
259090.0,2021-02-01,259 090 ₽/м²,31
259090.0,2021-03-01,259 090 ₽/м²,31
259090.0,2021-04-01,259 090 ₽/м²,31
259090.0,2021-05-01,259 090 ₽/м²,31
261898.0,2021-06-01,261 898 ₽/м²,31
264706.0,2021-07-01,264 706 ₽/м²,31
288643.0,2021-08-01,288 643 ₽/м²,31
308338.0,2021-09-01,308 338 ₽/м²,31
288643.0,2021-10-01,288 643 ₽/м²,31
259104.0,2021-11-01,259 104 ₽/м²,31
348894.0,2022-04-01,348 894 ₽/м²,31
270327.0,2022-07-01,270 327 ₽/м²,31
270327.0,2022-08-01,270 327 ₽/м²,31
239296.0,2022-09-01,239 296 ₽/м²,31
239296.0,2022-10-01,239 296 ₽/м²,31
232254.0,2022-11-01,232 254 ₽/м²,31
224648.0,2022-12-01,224 648 ₽/м²,31
267027.0,2023-01-01,267 027 ₽/м²,31
254589.0,2023-02-01,254 589 ₽/м²,31
255809.0,2023-03-01,255 809 ₽/м²,31
277228.0,2023-04-01,277 228 ₽/м²,31
305623.0,2023-08-01,305 623 ₽/м²,31
308401.0,2023-09-01,308 401 ₽/м²,31
318859.0,2023-10-01,318 859 ₽/м²,31
313472.0,2023-11-01,313 472 ₽/м²,31
321514.0,2023-12-01,321 514 ₽/м²,31
296966.0,2024-01-01,296 966 ₽/м²,31
284908.0,2024-02-01,284 908 ₽/м²,31
268492.0,2024-03-01,268 492 ₽/м²,31
281247.0,2024-04-01,281 247 ₽/м²,31
268084.0,2024-05-01,268 084 ₽/м²,31
291562.0,2024-06-01,291 562 ₽/м²,31
289673.0,2024-07-01,289 673 ₽/м²,31
289798.0,2024-08-01,289 798 ₽/м²,31
284744.0,2024-09-01,284 744 ₽/м²,31
286942.0,2024-10-01,286 942 ₽/м²,31
290706.0,2024-11-01,290 706 ₽/м²,31
286433.0,2024-12-01,286 433 ₽/м²,31
287622.0,2025-01-01,287 622 ₽/м²,31
238158.0,2020-02-01,238 158 ₽/м²,32
243797.0,2020-03-01,243 797 ₽/м²,32
251880.0,2020-04-01,251 880 ₽/м²,32
252176.0,2020-05-01,252 176 ₽/м²,32
243951.0,2020-06-01,243 951 ₽/м²,32
245546.0,2020-07-01,245 546 ₽/м²,32
246108.0,2020-08-01,246 108 ₽/м²,32
252485.0,2020-09-01,252 485 ₽/м²,32
248063.0,2020-10-01,248 063 ₽/м²,32
242105.0,2020-11-01,242 105 ₽/м²,32
280833.0,2020-12-01,280 833 ₽/м²,32
275042.0,2021-01-01,275 042 ₽/м²,32
276500.0,2021-03-01,276 500 ₽/м²,32
297635.0,2021-04-01,297 635 ₽/м²,32
303121.0,2021-05-01,303 121 ₽/м²,32
293873.0,2021-06-01,293 873 ₽/м²,32
286418.0,2021-07-01,286 418 ₽/м²,32
295224.0,2021-08-01,295 224 ₽/м²,32
286675.0,2021-09-01,286 675 ₽/м²,32
301174.0,2021-10-01,301 174 ₽/м²,32
344652.0,2021-11-01,344 652 ₽/м²,32
344652.0,2021-12-01,344 652 ₽/м²,32
344652.0,2022-01-01,344 652 ₽/м²,32
332432.0,2022-02-01,332 432 ₽/м²,32
434896.0,2022-05-01,434 896 ₽/м²,32
408854.0,2022-06-01,408 854 ₽/м²,32
408854.0,2022-07-01,408 854 ₽/м²,32
347899.0,2022-09-01,347 899 ₽/м²,32
328987.0,2022-11-01,328 987 ₽/м²,32
285989.0,2022-12-01,285 989 ₽/м²,32
285989.0,2023-01-01,285 989 ₽/м²,32
297468.0,2023-02-01,297 468 ₽/м²,32
329538.0,2023-03-01,329 538 ₽/м²,32
309591.0,2023-04-01,309 591 ₽/м²,32
294846.0,2023-05-01,294 846 ₽/м²,32
296968.0,2023-06-01,296 968 ₽/м²,32
293046.0,2023-07-01,293 046 ₽/м²,32
290987.0,2023-08-01,290 987 ₽/м²,32
298706.0,2023-09-01,298 706 ₽/м²,32
311321.0,2023-10-01,311 321 ₽/м²,32
311321.0,2023-11-01,311 321 ₽/м²,32
311321.0,2023-12-01,311 321 ₽/м²,32
311321.0,2024-01-01,311 321 ₽/м²,32
325960.0,2024-02-01,325 960 ₽/м²,32
327207.0,2024-03-01,327 207 ₽/м²,32
321349.0,2024-04-01,321 349 ₽/м²,32
300000.0,2024-05-01,300 000 ₽/м²,32
300000.0,2024-06-01,300 000 ₽/м²,32
300000.0,2024-07-01,300 000 ₽/м²,32
292453.0,2024-08-01,292 453 ₽/м²,32
292453.0,2024-09-01,292 453 ₽/м²,32
462624.0,2024-11-01,462 624 ₽/м²,32
414962.0,2024-12-01,414 962 ₽/м²,32
390300.0,2025-01-01,390 300 ₽/м²,32
178689.0,2020-02-01,178 689 ₽/м²,33
184211.0,2020-03-01,184 211 ₽/м²,33
189732.0,2020-04-01,189 732 ₽/м²,33
189732.0,2020-05-01,189 732 ₽/м²,33
181480.0,2020-06-01,181 480 ₽/м²,33
180804.0,2020-07-01,180 804 ₽/м²,33
203448.0,2020-08-01,203 448 ₽/м²,33
235151.0,2020-09-01,235 151 ₽/м²,33
251003.0,2020-10-01,251 003 ₽/м²,33
206682.0,2020-12-01,206 682 ₽/м²,33
279339.0,2021-02-01,279 339 ₽/м²,33
277653.0,2021-03-01,277 653 ₽/м²,33
266041.0,2021-04-01,266 041 ₽/м²,33
266545.0,2021-05-01,266 545 ₽/м²,33
261739.0,2021-06-01,261 739 ₽/м²,33
256734.0,2021-07-01,256 734 ₽/м²,33
261259.0,2021-08-01,261 259 ₽/м²,33
262717.0,2021-09-01,262 717 ₽/м²,33
262289.0,2021-10-01,262 289 ₽/м²,33
239316.0,2021-11-01,239 316 ₽/м²,33
249749.0,2021-12-01,249 749 ₽/м²,33
257706.0,2022-01-01,257 706 ₽/м²,33
253817.0,2022-02-01,253 817 ₽/м²,33
316742.0,2022-04-01,316 742 ₽/м²,33
342424.0,2022-05-01,342 424 ₽/м²,33
346254.0,2022-06-01,346 254 ₽/м²,33
325305.0,2022-07-01,325 305 ₽/м²,33
312878.0,2022-08-01,312 878 ₽/м²,33
299894.0,2022-09-01,299 894 ₽/м²,33
305105.0,2022-10-01,305 105 ₽/м²,33
311773.0,2022-11-01,311 773 ₽/м²,33
310730.0,2022-12-01,310 730 ₽/м²,33
310730.0,2023-01-01,310 730 ₽/м²,33
287879.0,2023-02-01,287 879 ₽/м²,33
287879.0,2023-03-01,287 879 ₽/м²,33
287879.0,2023-04-01,287 879 ₽/м²,33
287879.0,2023-05-01,287 879 ₽/м²,33
232172.0,2023-06-01,232 172 ₽/м²,33
232172.0,2023-07-01,232 172 ₽/м²,33
232172.0,2023-08-01,232 172 ₽/м²,33
232172.0,2023-09-01,232 172 ₽/м²,33
277778.0,2024-01-01,277 778 ₽/м²,33
313147.0,2024-04-01,313 147 ₽/м²,33
315148.0,2024-05-01,315 148 ₽/м²,33
307083.0,2024-06-01,307 083 ₽/м²,33
304648.0,2024-07-01,304 648 ₽/м²,33
301235.0,2024-08-01,301 235 ₽/м²,33
288407.0,2024-09-01,288 407 ₽/м²,33
284629.0,2024-10-01,284 629 ₽/м²,33
325840.0,2024-11-01,325 840 ₽/м²,33
303333.0,2024-12-01,303 333 ₽/м²,33
316111.0,2025-01-01,316 111 ₽/м²,33
243168.0,2020-10-01,243 168 ₽/м²,34
288882.0,2020-11-01,288 882 ₽/м²,34
278396.0,2020-12-01,278 396 ₽/м²,34
273250.0,2021-01-01,273 250 ₽/м²,34
270000.0,2021-02-01,270 000 ₽/м²,34
272743.0,2021-03-01,272 743 ₽/м²,34
274065.0,2021-04-01,274 065 ₽/м²,34
276393.0,2021-05-01,276 393 ₽/м²,34
273114.0,2021-06-01,273 114 ₽/м²,34
266351.0,2021-07-01,266 351 ₽/м²,34
258729.0,2021-08-01,258 729 ₽/м²,34
246780.0,2021-09-01,246 780 ₽/м²,34
247119.0,2021-10-01,247 119 ₽/м²,34
245763.0,2021-11-01,245 763 ₽/м²,34
353916.0,2022-04-01,353 916 ₽/м²,34
334337.0,2022-05-01,334 337 ₽/м²,34
334337.0,2022-06-01,334 337 ₽/м²,34
286145.0,2022-07-01,286 145 ₽/м²,34
278614.0,2022-08-01,278 614 ₽/м²,34
278614.0,2022-09-01,278 614 ₽/м²,34
289157.0,2022-10-01,289 157 ₽/м²,34
289157.0,2022-11-01,289 157 ₽/м²,34
275654.0,2023-02-01,275 654 ₽/м²,34
259557.0,2023-03-01,259 557 ₽/м²,34
254779.0,2023-04-01,254 779 ₽/м²,34
246212.0,2023-05-01,246 212 ₽/м²,34
242424.0,2023-06-01,242 424 ₽/м²,34
242424.0,2023-07-01,242 424 ₽/м²,34
334328.0,2024-06-01,334 328 ₽/м²,34
334328.0,2024-07-01,334 328 ₽/м²,34
394203.0,2024-10-01,394 203 ₽/м²,34
368116.0,2024-11-01,368 116 ₽/м²,34
345956.0,2024-12-01,345 956 ₽/м²,34
323795.0,2025-01-01,323 795 ₽/м²,34
215047.0,2020-02-01,215 047 ₽/м²,35
229891.0,2020-03-01,229 891 ₽/м²,35
238580.0,2020-04-01,238 580 ₽/м²,35
238580.0,2020-05-01,238 580 ₽/м²,35
229760.0,2020-06-01,229 760 ₽/м²,35
234039.0,2020-07-01,234 039 ₽/м²,35
236719.0,2020-08-01,236 719 ₽/м²,35
222657.0,2020-10-01,222 657 ₽/м²,35
198438.0,2020-11-01,198 438 ₽/м²,35
198438.0,2020-12-01,198 438 ₽/м²,35
232968.0,2021-01-01,232 968 ₽/м²,35
229567.0,2021-02-01,229 567 ₽/м²,35
223077.0,2021-03-01,223 077 ₽/м²,35
260731.0,2021-04-01,260 731 ₽/м²,35
257000.0,2021-05-01,257 000 ₽/м²,35
220866.0,2021-06-01,220 866 ₽/м²,35
238462.0,2021-09-01,238 462 ₽/м²,35
246772.0,2021-10-01,246 772 ₽/м²,35
254464.0,2021-11-01,254 464 ₽/м²,35
288637.0,2021-12-01,288 637 ₽/м²,35
283139.0,2022-01-01,283 139 ₽/м²,35
246835.0,2022-02-01,246 835 ₽/м²,35
279588.0,2022-03-01,279 588 ₽/м²,35
296805.0,2022-04-01,296 805 ₽/м²,35
290359.0,2022-05-01,290 359 ₽/м²,35
318182.0,2022-07-01,318 182 ₽/м²,35
318182.0,2022-08-01,318 182 ₽/м²,35
318182.0,2022-09-01,318 182 ₽/м²,35
300710.0,2022-10-01,300 710 ₽/м²,35
279430.0,2022-11-01,279 430 ₽/м²,35
299771.0,2022-12-01,299 771 ₽/м²,35
285408.0,2023-01-01,285 408 ₽/м²,35
304920.0,2023-02-01,304 920 ₽/м²,35
296496.0,2023-03-01,296 496 ₽/м²,35
319241.0,2023-04-01,319 241 ₽/м²,35
335085.0,2023-05-01,335 085 ₽/м²,35
336601.0,2023-06-01,336 601 ₽/м²,35
317006.0,2023-07-01,317 006 ₽/м²,35
309417.0,2023-08-01,309 417 ₽/м²,35
309417.0,2023-09-01,309 417 ₽/м²,35
323221.0,2023-10-01,323 221 ₽/м²,35
351346.0,2023-11-01,351 346 ₽/м²,35
345285.0,2023-12-01,345 285 ₽/м²,35
334529.0,2024-01-01,334 529 ₽/м²,35
361720.0,2024-02-01,361 720 ₽/м²,35
335543.0,2024-03-01,335 543 ₽/м²,35
325302.0,2024-04-01,325 302 ₽/м²,35
320369.0,2024-05-01,320 369 ₽/м²,35
315089.0,2024-06-01,315 089 ₽/м²,35
313419.0,2024-07-01,313 419 ₽/м²,35
306733.0,2024-08-01,306 733 ₽/м²,35
308424.0,2024-09-01,308 424 ₽/м²,35
309782.0,2024-10-01,309 782 ₽/м²,35
304971.0,2024-11-01,304 971 ₽/м²,35
281587.0,2024-12-01,281 587 ₽/м²,35
279755.0,2025-01-01,279 755 ₽/м²,35
265736.0,2020-02-01,265 736 ₽/м²,36
248092.0,2020-03-01,248 092 ₽/м²,36
222407.0,2020-04-01,222 407 ₽/м²,36
206697.0,2020-05-01,206 697 ₽/м²,36
260467.0,2020-06-01,260 467 ₽/м²,36
261511.0,2020-07-01,261 511 ₽/м²,36
280552.0,2020-08-01,280 552 ₽/м²,36
270023.0,2020-09-01,270 023 ₽/м²,36
251334.0,2020-10-01,251 334 ₽/м²,36
256805.0,2020-11-01,256 805 ₽/м²,36
259234.0,2020-12-01,259 234 ₽/м²,36
269546.0,2021-01-01,269 546 ₽/м²,36
270309.0,2021-02-01,270 309 ₽/м²,36
308835.0,2021-03-01,308 835 ₽/м²,36
316706.0,2021-04-01,316 706 ₽/м²,36
327724.0,2021-05-01,327 724 ₽/м²,36
321358.0,2021-06-01,321 358 ₽/м²,36
318773.0,2021-07-01,318 773 ₽/м²,36
327457.0,2021-08-01,327 457 ₽/м²,36
332742.0,2021-09-01,332 742 ₽/м²,36
332715.0,2021-10-01,332 715 ₽/м²,36
329673.0,2021-11-01,329 673 ₽/м²,36
326130.0,2021-12-01,326 130 ₽/м²,36
320517.0,2022-01-01,320 517 ₽/м²,36
326237.0,2022-02-01,326 237 ₽/м²,36
360996.0,2022-03-01,360 996 ₽/м²,36
376783.0,2022-04-01,376 783 ₽/м²,36
362330.0,2022-05-01,362 330 ₽/м²,36
360164.0,2022-06-01,360 164 ₽/м²,36
365505.0,2022-07-01,365 505 ₽/м²,36
385038.0,2022-08-01,385 038 ₽/м²,36
377609.0,2022-09-01,377 609 ₽/м²,36
351977.0,2022-10-01,351 977 ₽/м²,36
347139.0,2022-11-01,347 139 ₽/м²,36
352781.0,2022-12-01,352 781 ₽/м²,36
365663.0,2023-01-01,365 663 ₽/м²,36
358889.0,2023-02-01,358 889 ₽/м²,36
353968.0,2023-03-01,353 968 ₽/м²,36
357848.0,2023-04-01,357 848 ₽/м²,36
363801.0,2023-05-01,363 801 ₽/м²,36
366458.0,2023-06-01,366 458 ₽/м²,36
377585.0,2023-07-01,377 585 ₽/м²,36
359980.0,2023-08-01,359 980 ₽/м²,36
324570.0,2023-09-01,324 570 ₽/м²,36
360989.0,2023-10-01,360 989 ₽/м²,36
358257.0,2023-11-01,358 257 ₽/м²,36
362373.0,2023-12-01,362 373 ₽/м²,36
363580.0,2024-01-01,363 580 ₽/м²,36
348824.0,2024-02-01,348 824 ₽/м²,36
360334.0,2024-03-01,360 334 ₽/м²,36
374481.0,2024-04-01,374 481 ₽/м²,36
389128.0,2024-05-01,389 128 ₽/м²,36
398432.0,2024-06-01,398 432 ₽/м²,36
423196.0,2024-07-01,423 196 ₽/м²,36
412586.0,2024-08-01,412 586 ₽/м²,36
427773.0,2024-09-01,427 773 ₽/м²,36
414362.0,2024-10-01,414 362 ₽/м²,36
413650.0,2024-11-01,413 650 ₽/м²,36
418952.0,2024-12-01,418 952 ₽/м²,36
434276.0,2025-01-01,434 276 ₽/м²,36
256800.0,2020-02-01,256 800 ₽/м²,37
248645.0,2020-03-01,248 645 ₽/м²,37
248645.0,2020-04-01,248 645 ₽/м²,37
248645.0,2020-05-01,248 645 ₽/м²,37
248645.0,2020-06-01,248 645 ₽/м²,37
237705.0,2020-07-01,237 705 ₽/м²,37
234426.0,2020-08-01,234 426 ₽/м²,37
234426.0,2020-09-01,234 426 ₽/м²,37
236931.0,2020-10-01,236 931 ₽/м²,37
236931.0,2020-11-01,236 931 ₽/м²,37
230401.0,2020-12-01,230 401 ₽/м²,37
226667.0,2021-01-01,226 667 ₽/м²,37
227778.0,2021-02-01,227 778 ₽/м²,37
211111.0,2021-03-01,211 111 ₽/м²,37
210000.0,2021-04-01,210 000 ₽/м²,37
228629.0,2021-05-01,228 629 ₽/м²,37
248524.0,2021-06-01,248 524 ₽/м²,37
256108.0,2021-07-01,256 108 ₽/м²,37
259128.0,2021-08-01,259 128 ₽/м²,37
259128.0,2021-09-01,259 128 ₽/м²,37
269824.0,2021-10-01,269 824 ₽/м²,37
270925.0,2021-11-01,270 925 ₽/м²,37
270925.0,2021-12-01,270 925 ₽/м²,37
270925.0,2022-01-01,270 925 ₽/м²,37
257497.0,2022-02-01,257 497 ₽/м²,37
270925.0,2022-03-01,270 925 ₽/м²,37
331658.0,2022-05-01,331 658 ₽/м²,37
300869.0,2022-06-01,300 869 ₽/м²,37
281362.0,2022-07-01,281 362 ₽/м²,37
267186.0,2022-08-01,267 186 ₽/м²,37
293927.0,2022-09-01,293 927 ₽/м²,37
276145.0,2022-10-01,276 145 ₽/м²,37
258415.0,2022-11-01,258 415 ₽/м²,37
259955.0,2022-12-01,259 955 ₽/м²,37
254171.0,2023-01-01,254 171 ₽/м²,37
252760.0,2023-02-01,252 760 ₽/м²,37
247599.0,2023-03-01,247 599 ₽/м²,37
261107.0,2023-04-01,261 107 ₽/м²,37
265123.0,2023-05-01,265 123 ₽/м²,37
262475.0,2023-06-01,262 475 ₽/м²,37
272548.0,2023-07-01,272 548 ₽/м²,37
293971.0,2023-08-01,293 971 ₽/м²,37
297644.0,2023-09-01,297 644 ₽/м²,37
301077.0,2023-10-01,301 077 ₽/м²,37
316322.0,2023-11-01,316 322 ₽/м²,37
300206.0,2023-12-01,300 206 ₽/м²,37
310591.0,2024-01-01,310 591 ₽/м²,37
297797.0,2024-02-01,297 797 ₽/м²,37
292114.0,2024-03-01,292 114 ₽/м²,37
292206.0,2024-04-01,292 206 ₽/м²,37
286520.0,2024-05-01,286 520 ₽/м²,37
298461.0,2024-06-01,298 461 ₽/м²,37
311901.0,2024-07-01,311 901 ₽/м²,37
316732.0,2024-08-01,316 732 ₽/м²,37
282481.0,2024-09-01,282 481 ₽/м²,37
289490.0,2024-10-01,289 490 ₽/м²,37
285205.0,2024-11-01,285 205 ₽/м²,37
266045.0,2024-12-01,266 045 ₽/м²,37
276008.0,2025-01-01,276 008 ₽/м²,37
179487.0,2020-03-01,179 487 ₽/м²,38
179487.0,2020-04-01,179 487 ₽/м²,38
179487.0,2020-05-01,179 487 ₽/м²,38
177778.0,2020-06-01,177 778 ₽/м²,38
177778.0,2020-07-01,177 778 ₽/м²,38
228889.0,2020-10-01,228 889 ₽/м²,38
215556.0,2020-11-01,215 556 ₽/м²,38
224380.0,2020-12-01,224 380 ₽/м²,38
224380.0,2021-01-01,224 380 ₽/м²,38
225491.0,2021-02-01,225 491 ₽/м²,38
217892.0,2021-03-01,217 892 ₽/м²,38
218533.0,2021-04-01,218 533 ₽/м²,38
217713.0,2021-05-01,217 713 ₽/м²,38
273369.0,2021-06-01,273 369 ₽/м²,38
280692.0,2021-07-01,280 692 ₽/м²,38
280134.0,2021-08-01,280 134 ₽/м²,38
274554.0,2021-09-01,274 554 ₽/м²,38
274554.0,2021-10-01,274 554 ₽/м²,38
265625.0,2021-11-01,265 625 ₽/м²,38
350000.0,2022-09-01,350 000 ₽/м²,38
306748.0,2023-01-01,306 748 ₽/м²,38
306748.0,2023-02-01,306 748 ₽/м²,38
309512.0,2023-03-01,309 512 ₽/м²,38
307192.0,2023-04-01,307 192 ₽/м²,38
303189.0,2023-05-01,303 189 ₽/м²,38
317553.0,2023-06-01,317 553 ₽/м²,38
312883.0,2023-07-01,312 883 ₽/м²,38
291429.0,2023-08-01,291 429 ₽/м²,38
291429.0,2023-09-01,291 429 ₽/м²,38
264967.0,2023-10-01,264 967 ₽/м²,38
264967.0,2023-11-01,264 967 ₽/м²,38
363636.0,2023-12-01,363 636 ₽/м²,38
347403.0,2024-01-01,347 403 ₽/м²,38
336364.0,2024-02-01,336 364 ₽/м²,38
330640.0,2024-03-01,330 640 ₽/м²,38
311111.0,2024-04-01,311 111 ₽/м²,38
313279.0,2024-05-01,313 279 ₽/м²,38
292438.0,2024-06-01,292 438 ₽/м²,38
286213.0,2024-07-01,286 213 ₽/м²,38
304955.0,2024-08-01,304 955 ₽/м²,38
291412.0,2024-09-01,291 412 ₽/м²,38
292721.0,2024-10-01,292 721 ₽/м²,38
292721.0,2024-11-01,292 721 ₽/м²,38
292721.0,2024-12-01,292 721 ₽/м²,38
313333.0,2025-01-01,313 333 ₽/м²,38
195000.0,2020-06-01,195 000 ₽/м²,39
261538.0,2021-02-01,261 538 ₽/м²,39
255385.0,2021-03-01,255 385 ₽/м²,39
255385.0,2021-04-01,255 385 ₽/м²,39
262222.0,2021-06-01,262 222 ₽/м²,39
249015.0,2021-07-01,249 015 ₽/м²,39
250629.0,2021-08-01,250 629 ₽/м²,39
256111.0,2021-09-01,256 111 ₽/м²,39
281772.0,2021-10-01,281 772 ₽/м²,39
289415.0,2021-11-01,289 415 ₽/м²,39
292793.0,2021-12-01,292 793 ₽/м²,39
289888.0,2022-05-01,289 888 ₽/м²,39
293258.0,2022-06-01,293 258 ₽/м²,39
298876.0,2022-07-01,298 876 ₽/м²,39
258427.0,2022-11-01,258 427 ₽/м²,39
258427.0,2022-12-01,258 427 ₽/м²,39
259322.0,2023-05-01,259 322 ₽/м²,39
259322.0,2023-06-01,259 322 ₽/м²,39
292601.0,2023-09-01,292 601 ₽/м²,39
274664.0,2023-10-01,274 664 ₽/м²,39
267938.0,2023-11-01,267 938 ₽/м²,39
256727.0,2023-12-01,256 727 ₽/м²,39
269058.0,2024-01-01,269 058 ₽/м²,39
228700.0,2024-04-01,228 700 ₽/м²,39
228700.0,2024-05-01,228 700 ₽/м²,39
230942.0,2024-06-01,230 942 ₽/м²,39
230942.0,2024-07-01,230 942 ₽/м²,39
230942.0,2024-08-01,230 942 ₽/м²,39
230942.0,2024-09-01,230 942 ₽/м²,39
320695.0,2024-11-01,320 695 ₽/м²,39
315695.0,2024-12-01,315 695 ₽/м²,39
312500.0,2025-01-01,312 500 ₽/м²,39
213756.0,2020-02-01,213 756 ₽/м²,40
246841.0,2020-03-01,246 841 ₽/м²,40
247329.0,2020-04-01,247 329 ₽/м²,40
230769.0,2020-05-01,230 769 ₽/м²,40
237714.0,2020-06-01,237 714 ₽/м²,40
228619.0,2020-07-01,228 619 ₽/м²,40
231267.0,2020-08-01,231 267 ₽/м²,40
240634.0,2020-09-01,240 634 ₽/м²,40
245985.0,2020-10-01,245 985 ₽/м²,40
249751.0,2020-11-01,249 751 ₽/м²,40
244761.0,2020-12-01,244 761 ₽/м²,40
244761.0,2021-01-01,244 761 ₽/м²,40
244761.0,2021-02-01,244 761 ₽/м²,40
270833.0,2021-03-01,270 833 ₽/м²,40
267361.0,2021-04-01,267 361 ₽/м²,40
256944.0,2021-05-01,256 944 ₽/м²,40
256944.0,2021-06-01,256 944 ₽/м²,40
263889.0,2021-07-01,263 889 ₽/м²,40
279042.0,2021-08-01,279 042 ₽/м²,40
275816.0,2021-09-01,275 816 ₽/м²,40
275816.0,2021-10-01,275 816 ₽/м²,40
277778.0,2021-11-01,277 778 ₽/м²,40
291667.0,2021-12-01,291 667 ₽/м²,40
292834.0,2022-01-01,292 834 ₽/м²,40
297778.0,2022-02-01,297 778 ₽/м²,40
310727.0,2022-03-01,310 727 ₽/м²,40
333875.0,2022-04-01,333 875 ₽/м²,40
308737.0,2022-05-01,308 737 ₽/м²,40
291634.0,2022-06-01,291 634 ₽/м²,40
330028.0,2022-07-01,330 028 ₽/м²,40
320135.0,2022-08-01,320 135 ₽/м²,40
322166.0,2022-09-01,322 166 ₽/м²,40
316730.0,2022-10-01,316 730 ₽/м²,40
310027.0,2022-11-01,310 027 ₽/м²,40
298860.0,2022-12-01,298 860 ₽/м²,40
307169.0,2023-01-01,307 169 ₽/м²,40
297346.0,2023-02-01,297 346 ₽/м²,40
304211.0,2023-03-01,304 211 ₽/м²,40
309066.0,2023-04-01,309 066 ₽/м²,40
304986.0,2023-05-01,304 986 ₽/м²,40
310295.0,2023-06-01,310 295 ₽/м²,40
301778.0,2023-07-01,301 778 ₽/м²,40
314963.0,2023-08-01,314 963 ₽/м²,40
307938.0,2023-09-01,307 938 ₽/м²,40
316140.0,2023-10-01,316 140 ₽/м²,40
316798.0,2023-11-01,316 798 ₽/м²,40
320689.0,2023-12-01,320 689 ₽/м²,40
323666.0,2024-01-01,323 666 ₽/м²,40
324514.0,2024-02-01,324 514 ₽/м²,40
319793.0,2024-03-01,319 793 ₽/м²,40
330833.0,2024-04-01,330 833 ₽/м²,40
333255.0,2024-05-01,333 255 ₽/м²,40
326577.0,2024-06-01,326 577 ₽/м²,40
336598.0,2024-07-01,336 598 ₽/м²,40
333733.0,2024-08-01,333 733 ₽/м²,40
345070.0,2024-09-01,345 070 ₽/м²,40
341521.0,2024-10-01,341 521 ₽/м²,40
337662.0,2024-11-01,337 662 ₽/м²,40
352329.0,2024-12-01,352 329 ₽/м²,40
371429.0,2025-01-01,371 429 ₽/м²,40
201613.0,2020-10-01,201 613 ₽/м²,41
198413.0,2020-12-01,198 413 ₽/м²,41
252747.0,2021-04-01,252 747 ₽/м²,41
252747.0,2021-05-01,252 747 ₽/м²,41
244296.0,2021-06-01,244 296 ₽/м²,41
239458.0,2021-07-01,239 458 ₽/м²,41
271132.0,2021-11-01,271 132 ₽/м²,41
264069.0,2021-12-01,264 069 ₽/м²,41
263364.0,2022-01-01,263 364 ₽/м²,41
261782.0,2022-02-01,261 782 ₽/м²,41
261703.0,2022-03-01,261 703 ₽/м²,41
315079.0,2022-04-01,315 079 ₽/м²,41
309348.0,2022-05-01,309 348 ₽/м²,41
297158.0,2022-06-01,297 158 ₽/м²,41
324222.0,2022-07-01,324 222 ₽/м²,41
329341.0,2022-08-01,329 341 ₽/м²,41
295678.0,2022-09-01,295 678 ₽/м²,41
295030.0,2022-10-01,295 030 ₽/м²,41
293748.0,2022-11-01,293 748 ₽/м²,41
277099.0,2022-12-01,277 099 ₽/м²,41
273496.0,2023-01-01,273 496 ₽/м²,41
270943.0,2023-02-01,270 943 ₽/м²,41
277338.0,2023-03-01,277 338 ₽/м²,41
285638.0,2023-04-01,285 638 ₽/м²,41
271017.0,2023-05-01,271 017 ₽/м²,41
285558.0,2023-06-01,285 558 ₽/м²,41
241774.0,2023-07-01,241 774 ₽/м²,41
274032.0,2023-08-01,274 032 ₽/м²,41
283723.0,2023-09-01,283 723 ₽/м²,41
270618.0,2023-10-01,270 618 ₽/м²,41
273673.0,2023-11-01,273 673 ₽/м²,41
298485.0,2023-12-01,298 485 ₽/м²,41
293939.0,2024-01-01,293 939 ₽/м²,41
290909.0,2024-02-01,290 909 ₽/м²,41
267677.0,2024-06-01,267 677 ₽/м²,41
339384.0,2024-07-01,339 384 ₽/м²,41
284431.0,2024-08-01,284 431 ₽/м²,41
284431.0,2024-09-01,284 431 ₽/м²,41
302711.0,2024-10-01,302 711 ₽/м²,41
271942.0,2024-11-01,271 942 ₽/м²,41
262057.0,2024-12-01,262 057 ₽/м²,41
225222.0,2020-02-01,225 222 ₽/м²,42
226174.0,2020-03-01,226 174 ₽/м²,42
232118.0,2020-04-01,232 118 ₽/м²,42
232555.0,2020-05-01,232 555 ₽/м²,42
230642.0,2020-06-01,230 642 ₽/м²,42
223933.0,2020-07-01,223 933 ₽/м²,42
227149.0,2020-08-01,227 149 ₽/м²,42
235473.0,2020-09-01,235 473 ₽/м²,42
235473.0,2020-10-01,235 473 ₽/м²,42
247842.0,2020-11-01,247 842 ₽/м²,42
252090.0,2020-12-01,252 090 ₽/м²,42
260586.0,2021-01-01,260 586 ₽/м²,42
253582.0,2021-02-01,253 582 ₽/м²,42
268187.0,2021-03-01,268 187 ₽/м²,42
