"value","reportDate","prettyValue","realty_id","Адрес","URL","Год.постройки","Тип.дома","Этажность","Строительная.серия","Высота.потолков","Газоснабжение","Отопление","Тип.перекрытий","Подъездов","Количество.лифтов","Мусоропроводов","Квартир","Реновация","Аварийность","Детская.площадка","Спортивная.площадка","Фонд.капитального.ремонта","Расстояние.до.первой.станции","Расстояние.до.второй.станции","Расстояние.до.третьей.станции","Название.первой.станции","Название.второй.станции","Название.третьей.станции","Ближайшая.станция.после.тритмента.расстояние","Ближайшая.станция.после.тритмента","Ближайшая.станция.до.тритмента.расстояние","Ближайшая.станция.до.тритмента","Сокращение.расстояния","Number.of.queries","cumprod","discounted_value","treatment","distance","weights","subclass","dummy_2021","dummy_2022","dummy_2023","dummy_2024","dummy_2025","Универcитет","Корниловская","Генерала_тюленева"
237500,"2020-10-01","237 500 ₽/м²",78,"Москва, улица Академика Волгина, 14К3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D0%B0%2C+14%D0%9A3&totalArea=75.6&roomsCount=3&offerId=307390635&floor=floorOther&repairType=repairTypeEuro",1999,"Панельный",17,"П-3М",2.64,"Отсутствует","Центральное","Железобетонные",3,"3 пассажирских, 3 грузовых","3",192,"Нет","Нет","Да","Да","На специальном счете у регионального оператора",1246,1345,2077,"Университет Дружбы Народов","Коньково","Беляево",1246,"Университет Дружбы Народов",1345,"Коньково",99,171,1.1582,205059.575202901,0,0.471009321075447,1,"1117",0,0,0,0,0,1,0,0
237500,"2020-11-01","237 500 ₽/м²",78,"Москва, улица Академика Волгина, 14К3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D0%B0%2C+14%D0%9A3&totalArea=75.6&roomsCount=3&offerId=307390635&floor=floorOther&repairType=repairTypeEuro",1999,"Панельный",17,"П-3М",2.64,"Отсутствует","Центральное","Железобетонные",3,"3 пассажирских, 3 грузовых","3",192,"Нет","Нет","Да","Да","На специальном счете у регионального оператора",1246,1345,2077,"Университет Дружбы Народов","Коньково","Беляево",1246,"Университет Дружбы Народов",1345,"Коньково",99,1252,1.1582,205059.575202901,0,0.471009321075447,1,"1116",0,0,0,0,0,1,0,0
237500,"2020-12-01","237 500 ₽/м²",78,"Москва, улица Академика Волгина, 14К3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D0%B0%2C+14%D0%9A3&totalArea=75.6&roomsCount=3&offerId=307390635&floor=floorOther&repairType=repairTypeEuro",1999,"Панельный",17,"П-3М",2.64,"Отсутствует","Центральное","Железобетонные",3,"3 пассажирских, 3 грузовых","3",192,"Нет","Нет","Да","Да","На специальном счете у регионального оператора",1246,1345,2077,"Университет Дружбы Народов","Коньково","Беляево",1246,"Университет Дружбы Народов",1345,"Коньково",99,3965,1.2571,188926.895235065,0,0.471009321075447,1,"1115",0,0,0,0,0,1,0,0
245636,"2021-01-01","245 636 ₽/м²",78,"Москва, улица Академика Волгина, 14К3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D0%B0%2C+14%D0%9A3&totalArea=75.6&roomsCount=3&offerId=307390635&floor=floorOther&repairType=repairTypeEuro",1999,"Панельный",17,"П-3М",2.64,"Отсутствует","Центральное","Железобетонные",3,"3 пассажирских, 3 грузовых","3",192,"Нет","Нет","Да","Да","На специальном счете у регионального оператора",1246,1345,2077,"Университет Дружбы Народов","Коньково","Беляево",1246,"Университет Дружбы Народов",1345,"Коньково",99,4242,1.2571,195398.93405457,0,0.471009321075447,1,"1114",1,0,0,0,0,1,0,0
245636,"2021-02-01","245 636 ₽/м²",78,"Москва, улица Академика Волгина, 14К3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D0%B0%2C+14%D0%9A3&totalArea=75.6&roomsCount=3&offerId=307390635&floor=floorOther&repairType=repairTypeEuro",1999,"Панельный",17,"П-3М",2.64,"Отсутствует","Центральное","Железобетонные",3,"3 пассажирских, 3 грузовых","3",192,"Нет","Нет","Да","Да","На специальном счете у регионального оператора",1246,1345,2077,"Университет Дружбы Народов","Коньково","Беляево",1246,"Университет Дружбы Народов",1345,"Коньково",99,2360,1.2571,195398.93405457,0,0.471009321075447,1,"1113",1,0,0,0,0,1,0,0
232853,"2021-03-01","232 853 ₽/м²",78,"Москва, улица Академика Волгина, 14К3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D0%B0%2C+14%D0%9A3&totalArea=75.6&roomsCount=3&offerId=307390635&floor=floorOther&repairType=repairTypeEuro",1999,"Панельный",17,"П-3М",2.64,"Отсутствует","Центральное","Железобетонные",3,"3 пассажирских, 3 грузовых","3",192,"Нет","Нет","Да","Да","На специальном счете у регионального оператора",1246,1345,2077,"Университет Дружбы Народов","Коньково","Беляево",1246,"Университет Дружбы Народов",1345,"Коньково",99,5047,1.2618,184540.339197971,0,0.471009321075447,1,"1112",1,0,0,0,0,1,0,0
237500,"2021-04-01","237 500 ₽/м²",78,"Москва, улица Академика Волгина, 14К3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D0%B0%2C+14%D0%9A3&totalArea=75.6&roomsCount=3&offerId=307390635&floor=floorOther&repairType=repairTypeEuro",1999,"Панельный",17,"П-3М",2.64,"Отсутствует","Центральное","Железобетонные",3,"3 пассажирских, 3 грузовых","3",192,"Нет","Нет","Да","Да","На специальном счете у регионального оператора",1246,1345,2077,"Университет Дружбы Народов","Коньково","Беляево",1246,"Университет Дружбы Народов",1345,"Коньково",99,4886,1.2618,188223.173244571,0,0.471009321075447,1,"1111",1,0,0,0,0,1,0,0
237500,"2021-05-01","237 500 ₽/м²",78,"Москва, улица Академика Волгина, 14К3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D0%B0%2C+14%D0%9A3&totalArea=75.6&roomsCount=3&offerId=307390635&floor=floorOther&repairType=repairTypeEuro",1999,"Панельный",17,"П-3М",2.64,"Отсутствует","Центральное","Железобетонные",3,"3 пассажирских, 3 грузовых","3",192,"Нет","Нет","Да","Да","На специальном счете у регионального оператора",1246,1345,2077,"Университет Дружбы Народов","Коньково","Беляево",1246,"Университет Дружбы Народов",1345,"Коньково",99,3581,1.2618,188223.173244571,0,0.471009321075447,1,"1110",1,0,0,0,0,1,0,0
316667,"2021-07-01","316 667 ₽/м²",78,"Москва, улица Академика Волгина, 14К3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D0%B0%2C+14%D0%9A3&totalArea=75.6&roomsCount=3&offerId=307390635&floor=floorOther&repairType=repairTypeEuro",1999,"Панельный",17,"П-3М",2.64,"Отсутствует","Центральное","Железобетонные",3,"3 пассажирских, 3 грузовых","3",192,"Нет","Нет","Да","Да","На специальном счете у регионального оператора",1246,1345,2077,"Университет Дружбы Народов","Коньково","Беляево",1246,"Университет Дружбы Народов",1345,"Коньково",99,15217,1.2618,250964.495165636,0,0.471009321075447,1,"1109",1,0,0,0,0,1,0,0
325214,"2021-08-01","325 214 ₽/м²",78,"Москва, улица Академика Волгина, 14К3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D0%B0%2C+14%D0%9A3&totalArea=75.6&roomsCount=3&offerId=307390635&floor=floorOther&repairType=repairTypeEuro",1999,"Панельный",17,"П-3М",2.64,"Отсутствует","Центральное","Железобетонные",3,"3 пассажирских, 3 грузовых","3",192,"Нет","Нет","Да","Да","На специальном счете у регионального оператора",1246,1345,2077,"Университет Дружбы Народов","Коньково","Беляево",1246,"Университет Дружбы Народов",1345,"Коньково",99,7491,1.2618,257738.151846568,0,0.471009321075447,1,"1108",1,0,0,0,0,1,0,0
336538,"2021-09-01","336 538 ₽/м²",78,"Москва, улица Академика Волгина, 14К3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D0%B0%2C+14%D0%9A3&totalArea=75.6&roomsCount=3&offerId=307390635&floor=floorOther&repairType=repairTypeEuro",1999,"Панельный",17,"П-3М",2.64,"Отсутствует","Центральное","Железобетонные",3,"3 пассажирских, 3 грузовых","3",192,"Нет","Нет","Да","Да","На специальном счете у регионального оператора",1246,1345,2077,"Университет Дружбы Народов","Коньково","Беляево",1246,"Университет Дружбы Народов",1345,"Коньково",99,11447,1.4572,230948.39418062,0,0.471009321075447,1,"1107",1,0,0,0,0,1,0,0
332692,"2021-10-01","332 692 ₽/м²",78,"Москва, улица Академика Волгина, 14К3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D0%B0%2C+14%D0%9A3&totalArea=75.6&roomsCount=3&offerId=307390635&floor=floorOther&repairType=repairTypeEuro",1999,"Панельный",17,"П-3М",2.64,"Отсутствует","Центральное","Железобетонные",3,"3 пассажирских, 3 грузовых","3",192,"Нет","Нет","Да","Да","На специальном счете у регионального оператора",1246,1345,2077,"Университет Дружбы Народов","Коньково","Беляево",1246,"Университет Дружбы Народов",1345,"Коньково",99,3829,1.4572,228309.085918199,0,0.471009321075447,1,"1106",1,0,0,0,0,1,0,0
326923,"2021-11-01","326 923 ₽/м²",78,"Москва, улица Академика Волгина, 14К3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D0%B0%2C+14%D0%9A3&totalArea=75.6&roomsCount=3&offerId=307390635&floor=floorOther&repairType=repairTypeEuro",1999,"Панельный",17,"П-3М",2.64,"Отсутствует","Центральное","Железобетонные",3,"3 пассажирских, 3 грузовых","3",192,"Нет","Нет","Да","Да","На специальном счете у регионального оператора",1246,1345,2077,"Университет Дружбы Народов","Коньково","Беляево",1246,"Университет Дружбы Народов",1345,"Коньково",99,5839,1.4572,224350.123524568,0,0.471009321075447,1,"1105",1,0,0,0,0,1,0,0
326923,"2021-12-01","326 923 ₽/м²",78,"Москва, улица Академика Волгина, 14К3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D0%B0%2C+14%D0%9A3&totalArea=75.6&roomsCount=3&offerId=307390635&floor=floorOther&repairType=repairTypeEuro",1999,"Панельный",17,"П-3М",2.64,"Отсутствует","Центральное","Железобетонные",3,"3 пассажирских, 3 грузовых","3",192,"Нет","Нет","Да","Да","На специальном счете у регионального оператора",1246,1345,2077,"Университет Дружбы Народов","Коньково","Беляево",1246,"Университет Дружбы Народов",1345,"Коньково",99,8106,1.5085,216720.583360955,0,0.471009321075447,1,"1104",1,0,0,0,0,1,0,0
326923,"2022-01-01","326 923 ₽/м²",78,"Москва, улица Академика Волгина, 14К3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D0%B0%2C+14%D0%9A3&totalArea=75.6&roomsCount=3&offerId=307390635&floor=floorOther&repairType=repairTypeEuro",1999,"Панельный",17,"П-3М",2.64,"Отсутствует","Центральное","Железобетонные",3,"3 пассажирских, 3 грузовых","3",192,"Нет","Нет","Да","Да","На специальном счете у регионального оператора",1246,1345,2077,"Университет Дружбы Народов","Коньково","Беляево",1246,"Университет Дружбы Народов",1345,"Коньково",99,5887,1.5085,216720.583360955,0,0.471009321075447,1,"1103",0,1,0,0,0,1,0,0
326923,"2022-02-01","326 923 ₽/м²",78,"Москва, улица Академика Волгина, 14К3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D0%B0%2C+14%D0%9A3&totalArea=75.6&roomsCount=3&offerId=307390635&floor=floorOther&repairType=repairTypeEuro",1999,"Панельный",17,"П-3М",2.64,"Отсутствует","Центральное","Железобетонные",3,"3 пассажирских, 3 грузовых","3",192,"Нет","Нет","Да","Да","На специальном счете у регионального оператора",1246,1345,2077,"Университет Дружбы Народов","Коньково","Беляево",1246,"Университет Дружбы Народов",1345,"Коньково",99,4637,1.5085,216720.583360955,0,0.471009321075447,1,"1556",0,1,0,0,0,1,0,0
321970,"2022-04-01","321 970 ₽/м²",78,"Москва, улица Академика Волгина, 14К3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D0%B0%2C+14%D0%9A3&totalArea=75.6&roomsCount=3&offerId=307390635&floor=floorOther&repairType=repairTypeEuro",1999,"Панельный",17,"П-3М",2.64,"Отсутствует","Центральное","Железобетонные",3,"3 пассажирских, 3 грузовых","3",192,"Нет","Нет","Да","Да","На специальном счете у регионального оператора",1246,1345,2077,"Университет Дружбы Народов","Коньково","Беляево",1246,"Университет Дружбы Народов",1345,"Коньково",99,4312,1.5085,213437.189260855,0,0.471009321075447,1,"1555",0,1,0,0,0,1,0,0
310606,"2022-05-01","310 606 ₽/м²",78,"Москва, улица Академика Волгина, 14К3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D0%B0%2C+14%D0%9A3&totalArea=75.6&roomsCount=3&offerId=307390635&floor=floorOther&repairType=repairTypeEuro",1999,"Панельный",17,"П-3М",2.64,"Отсутствует","Центральное","Железобетонные",3,"3 пассажирских, 3 грузовых","3",192,"Нет","Нет","Да","Да","На специальном счете у регионального оператора",1246,1345,2077,"Университет Дружбы Народов","Коньково","Беляево",1246,"Университет Дружбы Народов",1345,"Коньково",99,6927,1.5085,205903.878024528,0,0.471009321075447,1,"1554",0,1,0,0,0,1,0,0
301136,"2022-06-01","301 136 ₽/м²",78,"Москва, улица Академика Волгина, 14К3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D0%B0%2C+14%D0%9A3&totalArea=75.6&roomsCount=3&offerId=307390635&floor=floorOther&repairType=repairTypeEuro",1999,"Панельный",17,"П-3М",2.64,"Отсутствует","Центральное","Железобетонные",3,"3 пассажирских, 3 грузовых","3",192,"Нет","Нет","Да","Да","На специальном счете у регионального оператора",1246,1345,2077,"Университет Дружбы Народов","Коньково","Беляево",1246,"Университет Дружбы Народов",1345,"Коньково",99,9903,1.5665,192234.918608363,0,0.471009321075447,1,"1553",0,1,0,0,0,1,0,0
301136,"2022-07-01","301 136 ₽/м²",78,"Москва, улица Академика Волгина, 14К3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D0%B0%2C+14%D0%9A3&totalArea=75.6&roomsCount=3&offerId=307390635&floor=floorOther&repairType=repairTypeEuro",1999,"Панельный",17,"П-3М",2.64,"Отсутствует","Центральное","Железобетонные",3,"3 пассажирских, 3 грузовых","3",192,"Нет","Нет","Да","Да","На специальном счете у регионального оператора",1246,1345,2077,"Университет Дружбы Народов","Коньково","Беляево",1246,"Университет Дружбы Народов",1345,"Коньково",99,5384,1.5665,192234.918608363,0,0.471009321075447,1,"1552",0,1,0,0,0,1,0,0
284091,"2022-08-01","284 091 ₽/м²",78,"Москва, улица Академика Волгина, 14К3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D0%B0%2C+14%D0%9A3&totalArea=75.6&roomsCount=3&offerId=307390635&floor=floorOther&repairType=repairTypeEuro",1999,"Панельный",17,"П-3М",2.64,"Отсутствует","Центральное","Железобетонные",3,"3 пассажирских, 3 грузовых","3",192,"Нет","Нет","Да","Да","На специальном счете у регионального оператора",1246,1345,2077,"Университет Дружбы Народов","Коньково","Беляево",1246,"Университет Дружбы Народов",1345,"Коньково",99,6974,1.5665,181353.973827003,0,0.471009321075447,1,"1551",0,1,0,0,0,1,0,0
289914,"2022-09-01","289 914 ₽/м²",78,"Москва, улица Академика Волгина, 14К3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D0%B0%2C+14%D0%9A3&totalArea=75.6&roomsCount=3&offerId=307390635&floor=floorOther&repairType=repairTypeEuro",1999,"Панельный",17,"П-3М",2.64,"Отсутствует","Центральное","Железобетонные",3,"3 пассажирских, 3 грузовых","3",192,"Нет","Нет","Да","Да","На специальном счете у регионального оператора",1246,1345,2077,"Университет Дружбы Народов","Коньково","Беляево",1246,"Университет Дружбы Народов",1345,"Коньково",99,6155,1.5985,181366.280888333,0,0.471009321075447,1,"1550",0,1,0,0,0,1,0,0
344984,"2022-10-01","344 984 ₽/м²",78,"Москва, улица Академика Волгина, 14К3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D0%B0%2C+14%D0%9A3&totalArea=75.6&roomsCount=3&offerId=307390635&floor=floorOther&repairType=repairTypeEuro",1999,"Панельный",17,"П-3М",2.64,"Отсутствует","Центральное","Железобетонные",3,"3 пассажирских, 3 грузовых","3",192,"Нет","Нет","Да","Да","На специальном счете у регионального оператора",1246,1345,2077,"Университет Дружбы Народов","Коньково","Беляево",1246,"Университет Дружбы Народов",1345,"Коньково",99,14684,1.5985,215817.328745699,0,0.471009321075447,1,"1549",0,1,0,0,0,1,0,0
394231,"2022-11-01","394 231 ₽/м²",78,"Москва, улица Академика Волгина, 14К3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D0%B0%2C+14%D0%9A3&totalArea=75.6&roomsCount=3&offerId=307390635&floor=floorOther&repairType=repairTypeEuro",1999,"Панельный",17,"П-3М",2.64,"Отсутствует","Центральное","Железобетонные",3,"3 пассажирских, 3 грузовых","3",192,"Нет","Нет","Да","Да","На специальном счете у регионального оператора",1246,1345,2077,"Университет Дружбы Народов","Коньково","Беляево",1246,"Университет Дружбы Народов",1345,"Коньково",99,24961,1.5985,246625.586487332,0,0.471009321075447,1,"1548",0,1,0,0,0,1,0,0
310345,"2023-02-01","310 345 ₽/м²",78,"Москва, улица Академика Волгина, 14К3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D0%B0%2C+14%D0%9A3&totalArea=75.6&roomsCount=3&offerId=307390635&floor=floorOther&repairType=repairTypeEuro",1999,"Панельный",17,"П-3М",2.64,"Отсутствует","Центральное","Железобетонные",3,"3 пассажирских, 3 грузовых","3",192,"Нет","Нет","Да","Да","На специальном счете у регионального оператора",1246,1345,2077,"Университет Дружбы Народов","Коньково","Беляево",1246,"Университет Дружбы Народов",1345,"Коньково",99,12911,1.5985,194147.63841101,0,0.471009321075447,1,"1547",0,0,1,0,0,1,0,0
306207,"2023-03-01","306 207 ₽/м²",78,"Москва, улица Академика Волгина, 14К3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D0%B0%2C+14%D0%9A3&totalArea=75.6&roomsCount=3&offerId=307390635&floor=floorOther&repairType=repairTypeEuro",1999,"Панельный",17,"П-3М",2.64,"Отсутствует","Центральное","Железобетонные",3,"3 пассажирских, 3 грузовых","3",192,"Нет","Нет","Да","Да","На специальном счете у регионального оператора",1246,1345,2077,"Университет Дружбы Народов","Коньково","Беляево",1246,"Университет Дружбы Народов",1345,"Коньково",99,18245,1.5821,193544.655837178,0,0.471009321075447,1,"1546",0,0,1,0,0,1,0,0
302069,"2023-04-01","302 069 ₽/м²",78,"Москва, улица Академика Волгина, 14К3","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D0%B0%2C+14%D0%9A3&totalArea=75.6&roomsCount=3&offerId=307390635&floor=floorOther&repairType=repairTypeEuro",1999,"Панельный",17,"П-3М",2.64,"Отсутствует","Центральное","Железобетонные",3,"3 пассажирских, 3 грузовых","3",192,"Нет","Нет","Да","Да","На специальном счете у регионального оператора",1246,1345,2077,"Университет Дружбы Народов","Коньково","Беляево",1246,"Университет Дружбы Народов",1345,"Коньково",99,9486,1.5821,190929.144807534,0,0.471009321075447,1,"1545",0,0,1,0,0,1,0,0
